"DateTime","10MAA01CP001","10MAA01CT001","10LBG40CP920","10MAG10CP930","10LCA10CT001","10LBG11CP920","10LCA20CF001","10PAB10CF001","10PAB30CF001","10PAB10CT001","10PAB30CT001","10PAB20CT001","10PAB60CT001","",""
"1/22/2022 18:00","6.23","489","103","10.65","44.4","0.49","187","3413","3310","30.05","30.16","44.99","44.06","",""
"1/22/2022 19:00","6.3","489","103","10.32","45","0.49","194","3483","3476","29.02","30.23","44.68","44.34","",""
"1/22/2022 20:00","6.28","489","103","10.43","45.01","0.5","190","3406","3407","29.14","28.83","44.69","44.86","",""
"1/22/2022 21:00","6.2","492","104","10.2","45.8","0.5","181","3477","3369","30.93","30.61","44.01","44.49","",""
"1/22/2022 22:00","6.18","489","103","10.65","45.01","0.5","186","3473","3315","28.53","29.15","44.71","44.44","",""
"1/22/2022 23:00","6.11","490","103","10.35","45.22","0.49","182","3474","3458","30.13","30.66","44.21","44.74","",""
"1/23/2022 0:00","6.29","494","103","10.29","45.95","0.49","192","3382","3452","30.07","30.59","44.97","44.39","",""
"1/23/2022 1:00","6.13","490","104","10.63","45.77","0.5","191","3443","3364","28.12","29.14","44.16","44.08","",""
"1/23/2022 2:00","6.14","494","104","10.44","45.2","0.5","197","3373","3313","29.6","30.69","44.64","44.3","",""
"1/23/2022 3:00","6.12","490","104","10.15","45.87","0.5","195","3403","3332","30.88","29.22","44.37","44.79","",""
"1/23/2022 4:00","6.28","493","104","10.47","44.1","0.49","193","3388","3430","29.87","28.89","44.25","44.08","",""
"1/23/2022 5:00","6.26","493","103","10.27","44.34","0.5","187","3391","3443","28.44","30.35","44.8","44.09","",""
"1/23/2022 6:00","6.17","491","104","10.93","44.31","0.51","193","3373","3467","30.95","29.1","44.34","44.47","",""
"1/23/2022 7:00","6.24","493","104","10.71","44.25","0.5","186","3467","3332","30.98","29.64","44.86","44.33","",""
"1/23/2022 8:00","6.29","493","104","10.14","44.44","0.5","187","3405","3313","28.64","30.43","44.35","44.81","",""
"1/23/2022 9:00","6.22","494","103","10.18","45.3","0.5","180","3408","3387","30.96","29.87","44.58","44.94","",""
"1/23/2022 10:00","6.13","492","104","10.3","44.41","0.49","193","3385","3394","29.85","28.84","44.52","44.04","",""
"1/23/2022 11:00","6.29","489","104","10.04","45.13","0.49","189","3425","3392","30.89","28.9","44.27","44.43","",""
"1/23/2022 12:00","6.23","491","103","10.72","44.42","0.5","199","3402","3342","28.15","28.46","44.32","44.82","",""
"1/23/2022 13:00","6.17","493","103","10.94","44.93","0.51","199","3478","3467","28.67","30.94","44.91","44.28","",""
"1/23/2022 14:00","6.27","492","103","10.38","45.13","0.5","194","3378","3451","28.47","29.79","44.24","44.17","",""
"1/23/2022 15:00","6.15","491","103","10.71","45.42","0.51","191","3465","3306","29.94","30.88","44.72","44.23","",""
"1/23/2022 16:00","6.18","489","103","10.34","44.22","0.5","191","3431","3436","28.09","28.99","44.65","44.33","",""
"1/23/2022 17:00","6.21","490","104","10.02","45.58","0.49","184","3447","3403","30.12","28.7","44.46","44.31","",""
"1/23/2022 18:00","6.15","491","104","10.83","44.56","0.5","187","3398","3420","28.78","30.92","44.72","44.86","",""
"1/23/2022 19:00","6.11","492","104","10.26","45.61","0.51","188","3424","3402","28.47","28.82","44.53","44.53","",""
"1/23/2022 20:00","6.11","494","103","10.1","44.62","0.5","183","3483","3465","28.31","28.4","44.53","44.94","",""
"1/23/2022 21:00","6.12","489","104","10.93","45.99","0.5","198","3355","3477","30.39","28.68","44.8","44.7","",""
"1/23/2022 22:00","6.28","491","104","10.17","45.5","0.51","196","3439","3352","29.78","30.41","44.8","44.72","",""
"1/23/2022 23:00","6.26","490","103","10.36","44.76","0.51","198","3489","3384","28.62","29.49","44.36","44.97","",""
"1/24/2022 0:00","6.19","490","104","10.4","45.24","0.5","198","3397","3338","28.96","29.65","44.55","44.57","",""
"1/24/2022 1:00","6.15","492","104","10.54","45.96","0.49","190","3471","3339","29.06","30.58","44.59","44.6","",""
"1/24/2022 2:00","6.2","491","103","10.01","44.25","0.49","191","3464","3304","30.13","29.3","44.12","44.34","",""
"1/24/2022 3:00","6.22","493","103","10.31","45.1","0.5","187","3398","3372","29.14","28.53","44.38","44.01","",""
"1/24/2022 4:00","6.26","492","103","10.85","45.46","0.5","199","3372","3306","29.38","29.08","44.73","44.74","",""
"1/24/2022 5:00","6.27","492","104","10.88","44.96","0.5","199","3415","3452","29.88","30.84","44.16","44.77","",""
"1/24/2022 6:00","6.1","493","104","10.28","45.27","0.5","180","3368","3387","29.84","28.51","44.43","44.63","",""
"1/24/2022 7:00","6.11","489","103","10.53","45.72","0.5","186","3364","3382","29.17","29.4","44.6","44.28","",""
"1/24/2022 8:00","6.29","492","104","10.23","44.66","0.5","192","3360","3466","30.46","30.81","44.22","44.84","",""
"1/24/2022 9:00","6.22","490","104","10.71","44.05","0.51","182","3444","3312","28.04","30.43","44.82","44.6","",""
"1/24/2022 10:00","6.22","492","104","10.25","45.05","0.5","183","3390","3312","29.98","29.09","44.45","44.38","",""
"1/24/2022 11:00","6.12","492","103","10.64","45.57","0.5","190","3417","3355","30.39","30.98","44.05","44.27","",""
"1/24/2022 12:00","6.29","492","104","10.39","44.63","0.49","180","3445","3391","29.04","28.67","44.73","44.94","",""
"1/24/2022 13:00","6.15","491","103","10.35","44.37","0.5","198","3484","3351","30.63","29.95","44.82","44.07","",""
"1/24/2022 14:00","6.15","489","104","10.06","44.3","0.5","194","3355","3316","29.29","30.91","44.78","44.2","",""
"1/24/2022 15:00","6.26","491","103","10.23","44.82","0.5","182","3449","3456","29.37","30.33","44.68","44.67","",""
"1/24/2022 16:00","6.18","490","104","10.21","44.55","0.5","193","3493","3484","28.1","28.71","44.11","44.76","",""
"1/24/2022 17:00","6.3","494","103","10.9","44.01","0.5","182","3423","3323","30.75","29.25","44.69","44.49","",""
"1/24/2022 18:00","6.27","491","103","10.58","44.44","0.49","197","3425","3383","28.56","29.56","44.64","44.87","",""
"1/24/2022 19:00","6.15","489","104","10.35","45.58","0.51","189","3405","3457","29.17","30.06","44.65","44.53","",""
"1/24/2022 20:00","6.21","492","103","10.76","44.45","0.51","184","3415","3483","30.2","28.54","44.86","44.14","",""
"1/24/2022 21:00","6.21","489","103","10.72","45.33","0.5","182","3359","3438","30.23","28.54","44.74","44.33","",""
"1/24/2022 22:00","6.12","490","104","10.08","45.31","0.49","196","3419","3324","29.15","29.48","44.62","44.1","",""
"1/24/2022 23:00","6.23","490","103","10.56","45.55","0.5","184","3468","3454","30.54","29.57","44.87","44.89","",""
"1/25/2022 0:00","6.26","494","103","10.12","44.2","0.49","190","3371","3414","30.54","29.84","44.12","44.29","",""
"1/25/2022 1:00","6.25","493","104","10.53","45.09","0.5","193","3481","3432","30.69","28.66","44.99","44.86","",""
"1/25/2022 2:00","6.27","492","104","10.47","45.05","0.49","189","3495","3301","30.18","30.89","44.84","44.79","",""
"1/25/2022 3:00","6.2","492","103","10.46","44.68","0.51","180","3406","3315","30.28","28.68","44.54","44.7","",""
"1/25/2022 4:00","6.19","492","103","10.38","44.49","0.51","183","3372","3433","30.04","29.7","44.48","44.29","",""
"1/25/2022 5:00","6.23","489","103","10.61","45.43","0.49","189","3398","3440","29.04","28.42","44.07","44.84","",""
"1/25/2022 6:00","6.12","492","104","10.96","45.42","0.51","194","3478","3308","30.18","28.91","44.69","44.56","",""
"1/25/2022 7:00","6.19","490","103","10.87","45.87","0.51","196","3482","3383","28.05","29.96","44.82","44.13","",""
"1/25/2022 8:00","6.14","493","103","10.33","45.02","0.51","195","3422","3357","29.35","30.66","44.93","44.37","",""
"1/25/2022 9:00","6.29","490","104","10.64","44.12","0.5","196","3370","3300","28.74","30.82","44.89","44.4","",""
"1/25/2022 10:00","6.28","492","103","10.68","44.95","0.5","196","3382","3309","28.53","29.11","44.31","44.84","",""
"1/25/2022 11:00","6.1","491","103","10.24","44.06","0.5","180","3490","3360","29.62","30.73","44.59","44.34","",""
"1/25/2022 12:00","6.26","494","104","10.91","44.89","0.51","191","3465","3308","30.52","28.42","44.74","44.32","",""
"1/25/2022 13:00","6.3","492","103","10.1","44.76","0.51","187","3425","3474","28.3","28.76","44.04","44.18","",""
"1/25/2022 14:00","6.25","491","104","10.9","45.25","0.51","196","3495","3475","30.84","30.49","44.62","44.04","",""
"1/25/2022 15:00","6.15","492","103","10.7","45.58","0.49","184","3421","3351","29.95","29.62","44.68","44.07","",""
"1/25/2022 16:00","6.18","494","104","10.44","45.7","0.5","181","3425","3394","29.47","29.89","44.94","44.93","",""
"1/25/2022 17:00","6.28","489","103","10.37","45.85","0.51","188","3357","3374","29.56","29.31","44.82","44.46","",""
"1/25/2022 18:00","6.3","493","103","10.26","44.83","0.5","181","3462","3395","30.79","28.79","44.32","44.59","",""
"1/25/2022 19:00","6.13","490","104","10.43","44.7","0.5","197","3369","3389","29.15","30.25","44.31","44.41","",""
"1/25/2022 20:00","6.3","493","104","10.81","45.65","0.49","184","3389","3469","30.66","28.07","45","44.11","",""
"1/25/2022 21:00","6.21","489","103","10.85","45.11","0.5","191","3479","3355","28.63","30.64","44.85","44.48","",""
"1/25/2022 22:00","6.17","490","103","10.34","45.55","0.5","197","3378","3305","29.62","30.9","44.52","44.17","",""
"1/25/2022 23:00","6.22","494","104","10.13","45.08","0.5","197","3350","3368","29.57","29.57","44.33","44.17","",""
"1/26/2022 0:00","6.19","494","103","10.91","44.54","0.51","182","3470","3407","28.27","28.76","44.62","44.94","",""
"1/26/2022 1:00","6.26","490","104","10.57","44.39","0.51","194","3381","3330","29.59","29.12","44.21","44.08","",""
"1/26/2022 2:00","6.2","492","104","10.5","44.02","0.49","183","3407","3365","30.58","29.15","44.37","44.42","",""
"1/26/2022 3:00","6.2","490","103","10.87","44.07","0.5","199","3377","3421","28.37","30.08","44.41","44.63","",""
"1/26/2022 4:00","6.26","492","103","10.59","45.8","0.49","181","3459","3349","29.45","28.98","44.85","44.08","",""
"1/26/2022 5:00","6.28","493","104","10.84","45.75","0.5","188","3443","3444","30.21","28.47","44.13","44.56","",""
"1/26/2022 6:00","6.21","491","104","10.11","44.06","0.5","197","3498","3308","29.98","30.27","44.82","44.57","",""
"1/26/2022 7:00","6.27","493","103","10.05","44.07","0.51","189","3422","3454","30.48","29.21","44.32","44.18","",""
"1/26/2022 8:00","6.28","493","103","10.21","44.89","0.49","183","3461","3346","30.31","28.87","44.44","44.47","",""
"1/26/2022 9:00","6.23","492","104","10.29","45.96","0.51","187","3462","3374","30.65","28.94","44.46","44.87","",""
"1/26/2022 10:00","6.3","491","103","10.76","45.39","0.5","191","3476","3335","29.18","28.34","44.2","44.81","",""
"1/26/2022 11:00","6.18","489","103","10.46","45.41","0.5","186","3447","3382","28.16","30.24","44.72","44.74","",""
"1/26/2022 12:00","6.2","493","103","10.74","44.23","0.5","198","3483","3301","28.86","29.58","44.8","44.45","",""
"1/26/2022 13:00","6.23","489","103","10.4","44.47","0.5","183","3484","3320","29.26","28.21","44.51","44.3","",""
"1/26/2022 14:00","6.12","490","103","10.03","44.09","0.51","199","3493","3439","28.77","29.86","44.17","45","",""
"1/26/2022 15:00","6.24","492","104","10.7","45.76","0.5","193","3497","3331","29.06","28.47","44.27","44.49","",""
"1/26/2022 16:00","6.18","493","103","10.32","44.59","0.5","193","3408","3407","29.3","29.34","44.42","44.77","",""
"1/26/2022 17:00","6.22","491","104","10.62","45.56","0.49","198","3372","3483","29.07","30.37","44.51","44.49","",""
"1/26/2022 18:00","6.22","491","104","10.6","44.9","0.5","185","3495","3390","29.9","28.3","44.34","44.62","",""
"1/26/2022 19:00","6.12","492","104","10.24","45.08","0.51","182","3401","3339","30.22","30.7","44.92","44.6","",""
"1/26/2022 20:00","6.18","489","103","10.75","44.92","0.49","195","3371","3358","30.61","29.6","44.99","44.02","",""
"1/26/2022 21:00","6.16","493","103","10.21","45.53","0.51","196","3473","3323","30.17","28.78","44.82","44.45","",""
"1/26/2022 22:00","6.27","491","104","10.8","45.42","0.5","183","3444","3490","28.94","29.33","44.87","44.62","",""
"1/26/2022 23:00","6.21","491","103","10.05","45.84","0.5","184","3412","3308","29.7","29.36","44.81","44.11","",""
"1/27/2022 0:00","6.24","490","103","10.43","45.23","0.5","184","3481","3308","28.58","28.61","44.11","44.76","",""
"1/27/2022 1:00","6.24","494","104","10.06","44.89","0.5","189","3367","3338","28.21","30.73","44.61","44.17","",""
"1/27/2022 2:00","6.26","493","103","10.32","45.33","0.5","185","3494","3351","28.75","29.42","44.12","44.58","",""
"1/27/2022 3:00","6.13","489","104","10.81","45.96","0.5","197","3389","3355","29.48","29.57","44.99","44.19","",""
"1/27/2022 4:00","6.15","492","103","10.64","45.52","0.51","197","3484","3475","28.93","30.57","44.16","44.32","",""
"1/27/2022 5:00","6.15","490","103","10.54","44.77","0.49","198","3378","3474","28.16","30.97","44.65","44.66","",""
"1/27/2022 6:00","6.2","492","103","10.44","45.31","0.49","192","3378","3499","29.27","29.63","44.22","44.29","",""
"1/27/2022 7:00","6.3","491","103","10.05","44.4","0.51","192","3447","3376","29.97","29.91","44.04","44.51","",""
"1/27/2022 8:00","6.28","493","103","10.75","45.45","0.49","192","3464","3349","29.8","30.82","44.69","44.54","",""
"1/27/2022 9:00","6.17","492","104","10.73","44.4","0.5","189","3461","3340","28.28","30.82","44.65","44.34","",""
"1/27/2022 10:00","6.26","489","103","10.99","44.86","0.5","186","3401","3357","28.12","28.27","44.28","44.43","",""
"1/27/2022 11:00","6.21","492","103","10.77","44.95","0.5","196","3392","3397","30.31","30.82","44.72","44.49","",""
"1/27/2022 12:00","6.13","493","104","10.44","45.51","0.51","195","3464","3313","29.22","30.23","44.46","44.76","",""
"1/27/2022 13:00","6.21","491","104","10.05","45.22","0.51","189","3461","3349","30.9","30.59","44","44.89","",""
"1/27/2022 14:00","6.27","490","103","10.87","44.39","0.51","199","3371","3364","28.7","29.49","44.61","44.84","",""
"1/27/2022 15:00","6.22","492","104","10.04","44.14","0.49","195","3395","3492","30.98","30.98","44.75","44.84","",""
"1/27/2022 16:00","6.24","493","104","10.82","45.26","0.5","198","3496","3399","28.51","30.55","44.07","44.04","",""
"1/27/2022 17:00","6.28","494","104","10.34","45.7","0.51","199","3483","3498","30.29","30.83","44.99","44.75","",""
"1/27/2022 18:00","6.17","491","104","10.06","44.57","0.5","185","3379","3386","29.9","28.38","44.26","44.89","",""
"1/27/2022 19:00","6.15","490","103","10.08","45.36","0.49","184","3464","3457","29.42","30.45","44.5","44.13","",""
"1/27/2022 20:00","6.25","490","103","10.57","45.12","0.5","192","3438","3308","30.07","30.96","44.03","44.28","",""
"1/27/2022 21:00","6.2","491","103","10.05","44.68","0.5","192","3483","3371","30.16","28.3","44.37","44.95","",""
"1/27/2022 22:00","6.25","489","103","10.77","45.27","0.51","190","3429","3392","30.86","28.18","44.83","44.13","",""
"1/27/2022 23:00","6.27","492","104","10.29","44.7","0.49","186","3488","3492","30.56","28.13","44.48","44.43","",""
"1/28/2022 0:00","6.16","489","103","10.07","44.49","0.51","196","3389","3344","28.05","31","44.93","44.14","",""
"1/28/2022 1:00","6.27","489","104","10.4","45.98","0.5","186","3412","3404","28.67","29.98","44.04","44.8","",""
"1/28/2022 2:00","6.11","494","104","10.33","45.54","0.5","194","3489","3321","29.8","28.73","44.57","44.77","",""
"1/28/2022 3:00","6.12","490","103","10.6","44.8","0.49","196","3460","3353","29.35","30.63","44.36","44.89","",""
"1/28/2022 4:00","6.2","490","103","10.38","44.34","0.5","184","3411","3331","30.66","29.23","44.97","44.05","",""
"1/28/2022 5:00","6.21","491","104","10.86","45.38","0.51","195","3355","3363","28.38","28.31","44.17","44.13","",""
"1/28/2022 6:00","6.25","489","104","10.64","44.08","0.5","184","3447","3419","28.85","28.96","44.25","44.22","",""
"1/28/2022 7:00","6.27","490","104","10.89","45.4","0.49","186","3490","3476","29.39","30.39","44.82","44.66","",""
"1/28/2022 8:00","6.27","492","104","10.01","44.94","0.51","182","3377","3455","30.89","29.34","44.88","44.83","",""
"1/28/2022 9:00","6.25","492","103","10.14","44.4","0.51","194","3398","3374","30.92","29.07","44.59","44.89","",""
"1/28/2022 10:00","6.17","492","104","10.46","44.37","0.5","185","3453","3356","28.88","30.94","44.53","44.94","",""
"1/28/2022 11:00","6.22","492","104","10.42","44.66","0.5","183","3490","3325","30.31","30.37","44.78","44.15","",""
"1/28/2022 12:00","6.18","492","104","10.11","44.39","0.49","190","3380","3439","28.76","30.39","44.5","44.98","",""
"1/28/2022 13:00","6.18","490","104","10.35","44.26","0.51","194","3406","3493","28.07","30.7","44.2","44.24","",""
"1/28/2022 14:00","6.27","491","104","10.43","44.62","0.5","187","3460","3463","28.13","30.96","44.12","44.22","",""
"1/28/2022 15:00","6.11","492","104","10.09","44.67","0.5","180","3498","3353","30.98","28.93","44.54","44.08","",""
"1/28/2022 16:00","6.17","493","103","10.36","45.4","0.5","188","3427","3305","30.48","30.63","44.77","44.16","",""
"1/28/2022 17:00","6.24","491","103","10.5","44.96","0.51","183","3435","3310","30.8","28.41","44.62","44.15","",""
"1/28/2022 18:00","6.11","493","104","10.17","44.2","0.5","199","3439","3451","29.23","30.21","44.67","44.25","",""
"1/28/2022 19:00","6.19","494","104","10.81","45.11","0.49","185","3369","3327","29.37","28","44.46","44.4","",""
"1/28/2022 20:00","6.12","492","103","10.16","45.44","0.5","182","3379","3322","28.09","30.38","44.45","44.15","",""
"1/28/2022 21:00","6.25","489","103","10.71","45.49","0.51","184","3350","3360","30.94","29.1","44.31","44.82","",""
"1/28/2022 22:00","6.12","493","103","10.66","45.29","0.49","189","3365","3338","29.46","29.62","44.35","44.55","",""
"1/28/2022 23:00","6.17","493","104","10.58","45.37","0.5","181","3370","3351","28.55","30.98","44.02","44.23","",""
"1/29/2022 0:00","6.14","494","104","10.75","45.48","0.51","182","3370","3492","28.06","29.84","44.17","44.04","",""
"1/29/2022 1:00","6.2","491","104","10.04","44.88","0.49","196","3440","3458","30.48","30.87","44.7","44.15","",""
"1/29/2022 2:00","6.12","490","103","10.59","45.04","0.5","197","3494","3495","28.67","30.58","44.4","44.02","",""
"1/29/2022 3:00","6.15","490","103","10.06","45.4","0.51","183","3489","3305","30.44","29.74","44.85","44.25","",""
"1/29/2022 4:00","6.3","490","104","10.43","44.74","0.51","194","3394","3491","28.18","29.99","44.21","44.47","",""
"1/29/2022 5:00","6.14","494","103","10.45","44.66","0.51","187","3467","3434","28.25","30.96","44.67","44.21","",""
"1/29/2022 6:00","6.12","491","104","10.84","44.08","0.5","198","3486","3412","29.39","28.61","44.68","44.38","",""
"1/29/2022 7:00","6.21","492","104","10.81","44.86","0.5","186","3491","3312","30.79","30.11","44.95","44.26","",""
"1/29/2022 8:00","6.22","489","104","10.59","45.61","0.49","195","3392","3366","29.98","28.45","44.83","44.19","",""
"1/29/2022 9:00","6.22","489","103","10.46","44.18","0.5","197","3485","3474","29.72","28.84","44.46","44.17","",""
"1/29/2022 10:00","6.22","492","104","10.8","45.43","0.5","187","3469","3407","28.87","29.12","44.02","44.95","",""
"1/29/2022 11:00","6.15","489","103","10.75","44.25","0.49","198","3422","3382","30.66","29.78","44.52","44.27","",""
"1/29/2022 12:00","6.18","489","104","10.95","45.96","0.51","196","3407","3479","29.73","30.43","44.45","44.11","",""
"1/29/2022 13:00","6.11","491","104","10.22","45.01","0.51","196","3393","3415","30.05","30.93","44.19","44.27","",""
"1/29/2022 14:00","6.17","493","103","10.43","44.6","0.49","191","3362","3440","30.98","30.22","44.3","44.87","",""
"1/29/2022 15:00","6.15","489","104","10.76","45.63","0.5","183","3481","3421","28.88","28.41","44.11","44.63","",""
"1/29/2022 16:00","6.15","493","103","10.81","44.18","0.5","199","3352","3439","29.86","30.82","44.39","44.38","",""
"1/29/2022 17:00","6.13","494","103","10.01","45.66","0.5","199","3431","3383","28.6","30.89","44.87","44.45","",""
"1/29/2022 18:00","6.18","491","103","10.16","45.99","0.5","185","3357","3367","29.17","30.02","44.71","44.3","",""
"1/29/2022 19:00","6.15","491","103","10.17","44.28","0.5","195","3464","3353","30.57","29.84","44.48","44.98","",""
"1/29/2022 20:00","6.12","492","104","10.14","45.99","0.5","189","3417","3320","29.72","30.48","44.1","44.36","",""
"1/29/2022 21:00","6.1","490","104","10.53","44.93","0.5","187","3488","3379","30.53","29.61","44.76","44.45","",""
"1/29/2022 22:00","6.15","493","104","10.11","44.64","0.5","194","3384","3459","28.56","29.47","44.63","44.4","",""
"1/29/2022 23:00","6.27","491","104","10.61","44.58","0.51","183","3367","3384","28.81","30.83","44.43","44.04","",""
"1/30/2022 0:00","6.17","493","103","10.74","44.75","0.51","181","3468","3357","30.97","29.53","44.23","44.36","",""
"1/30/2022 1:00","6.24","490","103","11","45.28","0.51","193","3430","3458","29.37","28.71","44.23","44.6","",""
"1/30/2022 2:00","6.24","492","103","10.92","45.35","0.5","194","3378","3403","28.89","29.27","44.37","44.57","",""
"1/30/2022 3:00","6.18","490","103","10.61","45.2","0.5","199","3367","3378","29.78","29.63","44.51","44.8","",""
"1/30/2022 4:00","6.24","493","104","10.96","45.44","0.49","190","3437","3470","30.4","28","44.5","44.98","",""
"1/30/2022 5:00","6.13","491","104","10.58","45.09","0.51","184","3404","3475","29.09","28.11","44.24","44.08","",""
"1/30/2022 6:00","6.22","492","103","10.17","44.79","0.51","181","3462","3328","30.39","29.76","44.23","44.8","",""
"1/30/2022 7:00","6.19","492","103","10.9","45.12","0.5","189","3357","3471","30.17","30.88","44.24","44.04","",""
"1/30/2022 8:00","6.27","491","103","10.43","45.67","0.49","195","3377","3420","28.4","30.51","44.02","44.65","",""
"1/30/2022 9:00","6.11","494","104","10.39","45.47","0.49","185","3446","3387","29.89","30.27","44.92","44.4","",""
"1/30/2022 10:00","6.21","491","103","10.81","44.71","0.51","198","3456","3306","29.65","29.41","44.38","44.61","",""
"1/30/2022 11:00","6.29","492","104","10.17","44.97","0.49","183","3352","3347","28.29","30.68","44.03","44.47","",""
"1/30/2022 12:00","6.24","490","103","10.52","44.1","0.5","181","3427","3484","29.89","29.29","44.09","44.52","",""
"1/30/2022 13:00","6.21","489","103","11","44.39","0.5","188","3365","3420","30.38","28.91","44.32","44.68","",""
"1/30/2022 14:00","6.24","492","103","10.84","45.53","0.5","190","3410","3455","28.71","29.77","44.35","44.58","",""
"1/30/2022 15:00","6.25","492","104","10.36","45.91","0.5","199","3378","3394","30.09","29.35","44.23","44.47","",""
"1/30/2022 16:00","6.28","491","104","10.4","45.32","0.5","188","3398","3440","30.99","29.63","44.01","44.41","",""
"1/30/2022 17:00","6.18","493","103","10.48","45.82","0.5","182","3494","3472","30.17","30.32","44.98","44.08","",""
"1/30/2022 18:00","6.14","492","104","10.09","45.63","0.5","188","3407","3499","29.06","28.72","44.75","44.7","",""
"1/30/2022 19:00","6.19","492","103","10.92","44.01","0.5","182","3419","3307","28.39","30.3","44.93","44.21","",""
"1/30/2022 20:00","6.23","493","103","10.45","45.2","0.5","183","3359","3414","28.18","29.3","44.31","44.86","",""
"1/30/2022 21:00","6.29","490","104","10.12","44.71","0.5","193","3498","3485","29.6","28.06","44.45","44.18","",""
"1/30/2022 22:00","6.16","492","104","10.06","45.92","0.5","194","3376","3487","30.56","29.3","44.23","44.34","",""
"1/30/2022 23:00","6.12","491","103","10.15","45.39","0.5","195","3414","3336","28.47","29.3","44.36","44.8","",""
"1/31/2022 0:00","6.13","492","104","10.34","45.74","0.49","185","3451","3398","28.68","29.53","44.46","44.85","",""
"1/31/2022 1:00","6.28","492","103","10.05","45.25","0.49","198","3416","3435","29.23","28.6","44.39","44.88","",""
"1/31/2022 2:00","6.14","489","104","10.32","45.51","0.5","184","3380","3478","28.11","30.74","44.86","44.03","",""
"1/31/2022 3:00","6.25","492","103","10.3","45.64","0.5","187","3409","3431","29.54","29.96","44.03","44.02","",""
"1/31/2022 4:00","6.18","490","104","10.43","45.81","0.5","196","3465","3300","30.55","29.97","44.33","44.88","",""
"1/31/2022 5:00","6.13","489","104","10.03","44.78","0.49","199","3395","3404","30.87","28.03","44.31","44.77","",""
"1/31/2022 6:00","6.17","491","104","10.35","44.28","0.5","180","3412","3326","29.8","28.42","44.39","44.95","",""
"1/31/2022 7:00","6.21","492","104","10.1","45.1","0.51","197","3400","3325","29.94","30.26","44.07","44.45","",""
"1/31/2022 8:00","6.22","493","103","10.13","44.76","0.51","198","3378","3375","28.48","29.3","44.74","44.86","",""
"1/31/2022 9:00","6.25","492","103","10.14","45.48","0.51","192","3476","3382","30.2","28.88","44.88","44.99","",""
"1/31/2022 10:00","6.23","492","104","10.98","45.5","0.51","186","3361","3458","30.53","29.4","44.04","44.52","",""
"1/31/2022 11:00","6.19","489","103","10.58","44.57","0.51","192","3363","3304","28.91","30.44","44.72","44.84","",""
"1/31/2022 12:00","6.11","492","103","10.82","44.02","0.51","193","3371","3446","30.36","30.02","44.16","44.17","",""
"1/31/2022 13:00","6.14","491","103","10.09","44.16","0.51","193","3418","3337","28.33","28.19","44.96","44.37","",""
"1/31/2022 14:00","6.22","489","103","10.83","44.43","0.51","196","3364","3424","29.6","30.17","44.51","44.24","",""
"1/31/2022 15:00","6.17","493","104","10.7","45.43","0.5","192","3485","3455","28.38","29.75","44.18","44.86","",""
"1/31/2022 16:00","6.1","494","103","10.33","45.7","0.5","193","3461","3428","31","28.35","44.07","44.72","",""
"1/31/2022 17:00","6.22","492","103","10.41","44.91","0.51","181","3488","3337","30.74","29.15","44.83","44.9","",""
"1/31/2022 18:00","6.29","492","103","10.83","44.16","0.5","182","3417","3396","29.68","30.55","44.6","44.48","",""
"1/31/2022 19:00","6.28","491","104","10.67","45.09","0.49","181","3383","3340","29.33","30.84","44.83","44.91","",""
"1/31/2022 20:00","6.22","490","103","10.94","44.22","0.5","195","3383","3400","29.73","28.04","44.56","44.08","",""
"1/31/2022 21:00","6.22","493","104","10.35","44.47","0.49","188","3365","3415","29.39","30.78","44.84","44.78","",""
"1/31/2022 22:00","6.17","493","104","10.15","44.12","0.49","183","3422","3357","28.68","30.36","44.77","44.8","",""
"1/31/2022 23:00","6.12","491","104","10.57","45.94","0.49","189","3444","3300","28.5","29.83","44.9","44.41","",""
"2/1/2022 0:00","6.21","490","103","10.34","45.08","0.49","185","3444","3429","29.3","30.12","44.81","44.36","",""
"2/1/2022 1:00","6.2","494","104","10.11","45.6","0.5","182","3387","3305","30.27","30.39","44.37","44.13","",""
"2/1/2022 2:00","6.16","489","104","10.29","45.17","0.49","184","3451","3451","29.56","30.79","44.19","44.85","",""
"2/1/2022 3:00","6.16","491","104","10.33","45.93","0.5","185","3394","3324","28","30.96","44.97","44.74","",""
"2/1/2022 4:00","6.24","492","104","10.9","44.11","0.49","182","3404","3444","29.52","30.99","44.41","44.51","",""
"2/1/2022 5:00","6.13","492","103","10.59","44.09","0.5","185","3459","3396","28.22","30.88","44.13","44.5","",""
"2/1/2022 6:00","6.2","493","103","10.04","44.41","0.5","180","3435","3375","28.83","28.57","44.04","44.47","",""
"2/1/2022 7:00","6.16","490","103","10.68","44","0.51","184","3462","3453","30.71","30.37","44.04","44.6","",""
"2/1/2022 8:00","6.26","491","103","10.74","45.43","0.51","187","3405","3400","29.49","30.94","44.65","44.26","",""
"2/1/2022 9:00","6.11","492","104","10.7","45.14","0.5","183","3475","3337","28.67","30.5","44.11","44.76","",""
"2/1/2022 10:00","6.17","494","104","10.73","45.92","0.49","186","3355","3494","28.12","29.38","44.67","44.04","",""
"2/1/2022 11:00","6.13","494","104","10.14","46","0.5","187","3383","3328","30.45","29.96","44.36","44.67","",""
"2/1/2022 12:00","6.19","492","104","10.56","44.97","0.5","192","3415","3498","30.65","29.62","44.23","44.4","",""
